x,y,yaw,s,km,kf
1.0,0.0,0.0,1.0,0.0,0.0
4.95618468735639,-0.01992234620539321,0.4976028548253688,4.946004627339137,-0.0007007641174142177,0.5666643772933935
9.974121688351225,0.018600108205242966,0.5674832757935864,10.053088054539378,0.001530137789704348,0.32651001992204065
15.020421584837637,0.024416784689474898,0.5433906619536661,15.121877265083983,0.0006227773019081964,0.20901915140898397
20.06208895307095,0.04087472065469856,0.5375702161551192,20.205157315289323,0.0004529565572532429,0.1550350727728651
24.924467770477246,-0.04047297009717585,0.5146583311339104,25.16774781349586,6.939237345248637e-05,0.12259461512849185
30.04916849803328,0.032221152746410936,0.5292966865739914,30.335896697625245,0.00026087819880055114,0.1031498449405999
34.998400671245456,-0.0011295211447287998,0.5230837697947175,35.39545803377994,0.00019587697470925173,0.08843910651660787
40.035100452127104,0.014639851947800708,0.5257494554402733,40.41465912060736,0.000113081920989659,0.07710969185657979
45.07031923505954,0.041616231237590284,0.5287086521042887,45.51583401685522,0.00013857346065769517,0.06877012854809722
49.932298092681954,-0.04351678382778536,0.5184395397873365,50.47426784161619,4.9869451548522836e-05,0.06156302668475068
55.05540490794525,0.035910549867753744,0.526755968065109,55.634526004926045,0.0001066630072495597,0.056255083044447526
60.004581266291716,-0.00019852959142220572,0.5233691135126746,60.69398526046701,8.861825970601353e-05,0.05158271932037797
65.04043687571082,0.02083252978847782,0.5253358724960151,65.75308537486887,7.961641923936555e-05,0.04761201402851567
70.07623720080316,0.04107386467368199,0.5270218062234147,70.8122309885282,7.167551381770744e-05,0.04421068549462356
75.02410889670007,0.00536650877816458,0.5247047477372622,75.84044922430203,5.362390972994774e-05,0.041252465072053976
79.97524161688747,-0.024468296890250846,0.5217813249483436,80.84650367953459,3.654692732241799e-05,0.0385570028292934
85.01040726669372,0.012183006719047026,0.5236903996776099,85.988175046044,5.870381279301457e-05,0.036394707410969125
90.04621285318727,0.02019168890056871,0.5250100899301371,91.04864965531125,4.996784418416135e-05,0.03438706081408888
95.08201723622878,0.043103088429913776,0.5262873913266546,96.10723806282549,4.7260758126473916e-05,0.03257374160106063
99.94431238169635,-0.049783965175265184,0.5211895103208954,101.067747002004,2.510078692617296e-05,0.030867656263275776
105.06703296583039,0.052345618064961325,0.5256119203751775,106.22252815954016,4.599870191481399e-05,0.02945480670317046
110.01612318714184,-0.0023604081705335123,0.5237338119640027,111.2849726385916,3.742517074849355e-05,0.02813664282971143
115.05198834411546,0.02556834196483175,0.524864808141217,116.34276170750987,3.692714533022061e-05,0.0269068204346872
120.08774487539598,0.04323263438854275,0.5258630187737494,121.40205678457444,3.441844819998583e-05,0.02578748097734481
125.03694356977066,0.014399293270429998,0.5243169754244481,126.46082521487976,3.280264869009482e-05,0.024755178315246828
130.0727271871562,0.034234672179986894,0.5252669242606691,131.51978613318147,3.11105608438541e-05,0.02380317012849085
135.02190606087615,0.004617709800444986,0.5238555912783358,136.5786636883532,2.9654507229820084e-05,0.022921359765657647
140.05770004314297,0.02471969338451021,0.5247548327028193,141.6375753268387,2.828720871598009e-05,0.022102683108476722
145.00686675680464,-0.0050247085234287545,0.5234586477930545,146.6964680473276,2.7048581187686247e-05,0.021340412703398946
9.961427789994653,9.991618173973388,0.5315851135600407,15.691953029671737,0.1488594318512941,-0.39476164190168844
14.953995481488203,9.990682759002775,0.5277880379456872,19.03122594478844,0.09262194013256664,-0.20273278382666787
19.956565227201676,9.991297286375122,0.5268837498074084,23.163630011087157,0.06014824720617081,-0.10457335039311312
25.010993627219886,10.015679193311593,0.5224561447034279,27.604632135756216,0.041447146426745726,-0.05176708716187619
29.98475889906597,9.99815844720862,0.523855690654949,32.26845114304029,0.030016595901032412,-0.022760569784191793
35.0310457798704,10.024835067871715,0.5233466215059321,37.05011929248601,0.022646242954183674,-0.0058428332287488475
39.9262104705238,9.963786687756283,0.5232238757007681,41.78784934181058,0.01764637331272497,0.004559806945824532
45.03656237413295,10.029058408248787,0.5240913810356953,46.73951732780366,0.014123352336592525,0.010766566641904776
49.9425389608996,9.975483591778094,0.5226753207497263,51.573808475869484,0.011534367810448412,0.014707237667163472
54.99798946204796,10.01160521715029,0.5236437794182152,56.57142928430749,0.00960861728562608,0.017139588741399762
60.03640521133455,10.036067369853775,0.5244836253467384,61.52041027100328,0.008117366073288978,0.01862617829948151
65.06121767349075,10.053256979640306,0.5250973334227753,66.50910683181505,0.006949982748720798,0.019496190734381844
69.9886780455164,10.014847576026167,0.5234784353456083,71.4281175630512,0.006006187192762092,0.019908622971965752
74.99410554397706,10.022147611872473,0.5236243165279015,76.47378648061354,0.00525533477763939,0.020096454740800924
79.9923565864157,10.026894061354742,0.5236134511540778,81.43936345191726,0.004628107663496357,0.020046584820340288
84.98551462487472,10.023959494143327,0.5234572678790506,86.42360143078906,0.004105569450682479,0.019880490891889126
89.97308186070406,10.023807171379033,0.5232108216687528,91.4213337509201,0.0036690820107655037,0.01962326154163073
95.04219385094093,10.079784258272815,0.5248412750901661,96.53040399957447,0.0033120310590899326,0.019348867173385915
100.02262599240191,10.07352372556717,0.524408330339849,101.55226575568503,0.002994794684879198,0.019005278332356552
104.91346578145519,10.015244449816617,0.5220652381164479,106.48314022115663,0.0027127885066615064,0.018598844355453795
109.97430147997913,10.062652992691294,0.5234265593446206,111.5199906078854,0.0024780768476868184,0.01821827574432326
114.94565724157039,10.065080688909637,0.5229194868662983,116.56423549293955,0.002274628477211669,0.01782989864586321
120.01643465518862,9.967691248762437,0.5237541878558427,121.60562780468584,0.002064753915465956,0.017543287984709503
124.97233215473464,10.089512634987871,0.5234955651329796,126.66699760437086,0.0019328079458531767,0.017078507897653177
130.03283438896025,10.056233039500853,0.5243828657300975,131.75123728124015,0.0017802098022752016,0.0167596635053618
135.00667124228963,9.949720259417347,0.5235226690203869,136.7989013297181,0.0016385840522394164,0.016441656720767337
140.05988970782911,9.95859007170584,0.5244341828296588,141.8061930444227,0.0015198518962893136,0.016079356759732846
145.02606476028225,9.906632693014668,0.5236904319741518,146.8203752364693,0.001412081570612605,0.015733060041748938
4.999409557208056,0.013258021190067231,0.05683266806098697,4.96720246449438,0.002067960064626138,0.06161449733333413
9.999999968890807,9.57395919443236e-05,-0.000270308510300854,9.987290931733913,2.1729500875256806e-06,-0.0001749853099130179
14.999999988808966,0.0003078259925498041,-9.325055668885085e-05,14.938876840196377,4.090308398395522e-06,-5.357485231783938e-05
19.999999963629197,0.0008197391894325973,-0.00010278928788398645,19.985753965289167,6.091015651960583e-06,-5.5820349770434666e-05
24.999999906322845,0.0015580167363662128,-0.0001252425311437655,24.925430430982242,7.508310045014276e-06,-5.9827045664673575e-05
29.999999897226008,0.0019474208044472927,-7.788480637138662e-05,29.97472043136991,6.483128657969612e-06,-4.172883309804757e-05
34.99999985589274,0.0025704250253549238,-6.207962118054411e-05,34.91915514182593,6.321294614880746e-06,-3.576221218999989e-05
39.9999998839891,0.002395896749291824,-6.980649093835112e-05,39.906972603305974,4.512403733565704e-06,-2.836118123189426e-05
44.999999599424655,0.004974483477903832,-5.927973668118369e-05,44.908557291260465,7.398951561371188e-06,-3.7308935678722656e-05
49.9999992158131,0.007297473679182449,-8.919721251787749e-05,49.948395212044666,8.769985707382711e-06,-4.578585084243818e-05
54.99999887841539,0.009277419608005074,-6.976624316612501e-05,54.99882788639865,9.194333779438395e-06,-4.462567484180436e-05
59.99999839756672,0.011646276227880318,-6.281991533718667e-05,59.944226480148544,9.721052662017661e-06,-4.514595724595992e-05
64.99999751395072,0.015130401909962732,-6.688716803759931e-05,64.99000723431347,1.0742549974155979e-05,-4.93273286085393e-05
69.99999645355042,0.01881545622428087,-6.132847005790865e-05,69.93606589925815,1.153944233180756e-05,-5.1357884304672596e-05
74.99999119882088,0.030900347543935346,-3.535711777136186e-05,74.99382825351329,1.648116929436834e-05,-6.899513585745384e-05
79.99999609284001,0.02105116371892865,-7.401637245596504e-05,79.91397356868362,9.888532009206936e-06,-4.498953574233466e-05
84.99998894707531,0.03675889497512931,-6.342776680856588e-05,84.97666483504997,1.526961922203917e-05,-6.568054520662066e-05
89.99998475570362,0.044478843517550055,-5.943686188825126e-05,89.92382531500486,1.650108727668528e-05,-6.984810758137324e-05
94.9999781564591,0.05473423195359201,-6.227412865955628e-05,94.97195292091759,1.820351005199207e-05,-7.685484774289954e-05
99.99997102916718,0.06467378732668633,-6.966356160331699e-05,99.91396405798473,1.9435309696609604e-05,-8.174762327968e-05
104.99995644040186,0.08137075667958017,-6.125921738364681e-05,104.97033737137563,2.2153095698904424e-05,-9.222106191450843e-05
109.99994187648053,0.0962624497312103,-5.813478217531198e-05,109.91870115308053,2.3901815890044586e-05,-9.861202640484455e-05
114.99999376434513,-0.03233111411551108,4.261487607237768e-08,114.96923118852455,-7.338028458374834e-06,2.9383818573502967e-05
119.99998960740888,-0.0426370686832365,5.163088667714533e-08,119.91986054699147,-8.89461107176271e-06,3.552742597101154e-05
124.99998261379,-0.05628542734110641,6.411563813202292e-08,124.97138514047191,-1.0811766796442885e-05,4.3294581714370314e-05
129.99997138780202,-0.07363583207400665,7.908670696110676e-08,129.92353997339345,-1.3086856337934716e-05,5.22871592746444e-05
134.99995294084673,-0.09623519626432492,1.0028714747534195e-07,134.97649963316104,-1.5846720761850916e-05,6.346607256742839e-05
139.9999848281924,0.05564562441144233,-4.700215994191126e-08,139.93016697784367,8.525700742476747e-06,-3.4075831675343395e-05
144.99997062606798,0.07879816280966764,-6.345576464283909e-08,144.9847358415305,1.1245872745723765e-05,-4.505084642316402e-05
5.052075440872339,9.99891963311273,-0.058837264220431784,14.141325030245659,0.22883047955455077,-0.8505678630184056
10.003092441206777,9.994269775873883,-0.0022964391991160404,15.804445488453476,0.1481588917036064,-0.5611471621238449
14.958230324819032,9.99607506524784,0.01681520695349903,19.191002660393007,0.09165268598221062,-0.3606537734970183
20.018397761534935,9.997738431779464,-0.0038876215339986864,23.26409155582303,0.05965033704198526,-0.23890110092316585
25.03480056110598,9.996680826107317,-0.0054974024180372005,27.65046144976875,0.04122015162320391,-0.16556566410428766
29.95910150823869,9.997921272239239,0.005063668840544544,32.14556349771792,0.03007575758393766,-0.11906657828037182
34.96947350824547,9.997164012345761,0.0028378853741015675,36.849403260789906,0.022681970603778984,-0.09017340666756928
40.00504309034546,9.997187791928853,-0.00033042012667339193,41.651658559771285,0.0176472124369979,-0.0706130367716367
44.989501397025535,9.998220753138455,0.0006104153105890298,46.496295001760274,0.014103746186171119,-0.0566534856771174
50.038161968511716,9.99864699876924,-0.0017721359736522224,51.33637722862678,0.011535005597058012,-0.04626204927370288
54.96041185597908,9.998479019120213,0.0014793868244997732,56.14357259474339,0.009622328688495344,-0.03829848982119026
60.06272187427593,9.99819683330092,-0.0021048222370541048,61.111148431920334,0.008107107795305562,-0.03250695271126756
65.0489580103481,10.000499356862754,-0.001420853514194409,66.02185914703286,0.006938107022678159,-0.027807896931407818
70.02360565677449,9.999690262736008,-0.00065748432207835,70.9620222116134,0.005998693457761774,-0.024073234119492973
74.98720492728631,10.005613555970324,0.00020218528132964764,75.83392896311514,0.005251231754931525,-0.02096121071137681
80.04396264368401,10.005366294623807,-0.0009075094595978328,80.82329398385978,0.0046194330337831786,-0.01850765583294127
84.99298997911423,10.012089751060786,3.821406872051014e-05,85.73931160990419,0.004105217703107346,-0.01640541741671249
89.93695260543213,10.01641324513274,0.000838058924632179,90.66264462435544,0.0036712253508421056,-0.014641330745947563
94.97646301639172,10.0197606501512,0.0001972569908930133,95.69527284215383,0.0032949186881054927,-0.013204491938421463
100.01103495126738,10.030586742947357,-0.00023465017598711668,100.65184651988066,0.0029805338555196495,-0.0119372426526742
105.0428913696637,10.037026087241564,-0.0005752283348288145,105.61291440520435,0.002707983980866324,-0.010841610729884793
109.97133148599437,10.04768522740787,0.00016272918484494525,110.57891124275183,0.0024721821684029984,-0.009895303573631943
114.99692947088118,10.061529677410608,-0.00010503390532656809,115.552736846006,0.0022665243084689164,-0.009072754945581721
120.02170131388695,10.06409975060627,-0.000311772161089241,120.52484277686348,0.002083467306374557,-0.008338875579827855
124.95538744476899,9.96813776688487,0.0003621454890336828,125.47641548546947,0.0019035148924968204,-0.007606296202141302
129.97713851541064,9.960112981009654,0.0001860280699470529,130.44117932794893,0.0017596575126899764,-0.0070271819891683735
134.99723464232093,9.952552696979325,4.4744945074448594e-05,135.41169048865703,0.0016313629207993436,-0.006512376577719436
140.00799989915603,10.025625413433772,-6.3091726921094e-05,140.48373686361697,0.0015266596831588128,-0.006118118539364471
145.02382682812856,10.037340033366377,-0.00015441295922791198,145.45338385792937,0.0014256208433447084,-0.005709628618684116
